subject,trial,repeat,choice,rt,item_value_0,gaze_0,item_value_1,gaze_1,item_value_2,gaze_2,group
1.0,0.0,0.0,1.0,1664.0,5,0.37000150113351116,6,0.35877170691651744,6,0.2712267919499713,group1
1.0,1.0,0.0,0.0,2179.0,4,0.31256374724741,1,0.3354018941990233,5,0.3520343585535668,group1
1.0,2.0,0.0,0.0,3865.0,4,0.17647876357305153,5,0.4525771971011653,5,0.3709440393257831,group1
1.0,3.0,0.0,2.0,1802.0,6,0.5942548997531469,3,0.21537532984029467,8,0.19036977040655834,group1
1.0,4.0,0.0,1.0,1515.0,1,0.12007382620666687,4,0.6672711140101504,2,0.21265505978318275,group1
1.0,5.0,0.0,0.0,716.0,9,0.2626292764494579,7,0.2863152420046412,4,0.4510554815459009,group1
1.0,6.0,0.0,1.0,2221.0,1,0.598658178937736,8,0.09861829206459767,2,0.30272352899766636,group1
1.0,7.0,0.0,2.0,2076.0,3,0.4779980461421067,3,0.4639212840476453,4,0.05808066981024789,group1
1.0,8.0,0.0,1.0,1421.0,1,0.2917920384929268,6,0.5675972344320124,2,0.14061072707506084,group1
1.0,9.0,0.0,2.0,1339.0,5,0.38588246996839554,4,0.09778997840091948,9,0.516327551630685,group1
1.0,10.0,0.0,2.0,919.0,1,0.25669226764603514,5,0.6209509095989483,9,0.12235682275501654,group1
1.0,11.0,0.0,2.0,1191.0,4,0.4242526933337472,5,0.405418733969027,7,0.17032857269722584,group1
1.0,12.0,0.0,1.0,2398.0,4,0.24814134575506522,4,0.25656334217465937,2,0.4952953120702754,group1
1.0,13.0,0.0,2.0,1864.0,2,0.036758062403067664,1,0.587963810763881,3,0.37527812683305123,group1
1.0,14.0,0.0,2.0,1018.0,0,0.19907436344551774,1,0.4269237162168491,9,0.37400192033763313,group1
1.0,15.0,0.0,2.0,643.0,1,0.4330376003347732,6,0.15969425225950404,9,0.4072681474057227,group1
1.0,16.0,0.0,0.0,2186.0,8,0.4402183951117873,6,0.2043527429587213,3,0.3554288619294915,group1
1.0,17.0,0.0,1.0,1430.0,0,0.2262588936808099,7,0.6855902793274824,3,0.08815082699170765,group1
1.0,18.0,0.0,2.0,1434.0,2,0.26604389372009746,5,0.22922322645322457,9,0.504732879826678,group1
1.0,19.0,0.0,0.0,2280.0,7,0.42347191398820655,3,0.299410409779984,4,0.27711767623180955,group1
1.0,20.0,0.0,1.0,3749.0,7,0.0011153488517082798,6,0.8690509747062694,7,0.1298336764420224,group1
1.0,21.0,0.0,2.0,1407.0,3,0.15357395322018821,6,0.6875831311444575,9,0.15884291563535421,group1
1.0,22.0,0.0,1.0,1477.0,3,0.4715163518901469,7,0.4410587820869082,1,0.08742486602294487,group1
1.0,23.0,0.0,2.0,1930.0,3,0.4179451075622401,7,0.07980742812481836,8,0.5022474643129415,group1
1.0,24.0,0.0,0.0,1395.0,8,0.3304993293648304,4,0.4209584780930391,5,0.24854219254213064,group1
1.0,25.0,0.0,2.0,1368.0,3,0.7277564644300893,6,0.039256163589632374,9,0.2329873719802784,group1
1.0,26.0,0.0,2.0,1203.0,6,0.547466036983823,2,0.32011714102368355,9,0.13241682199249355,group1
1.0,27.0,0.0,2.0,1202.0,3,0.0767055126252066,5,0.5847773493476847,7,0.3385171380271087,group1
1.0,28.0,0.0,0.0,2125.0,9,0.4356313150550387,0,0.3620646284920193,7,0.20230405645294197,group1
1.0,29.0,0.0,2.0,1422.0,1,0.2100489583626061,2,0.28997618142732273,5,0.49997486021007115,group1
1.0,30.0,0.0,2.0,1072.0,0,0.5132145497519518,5,0.0035869429954684374,8,0.48319850725257973,group1
1.0,31.0,0.0,0.0,1614.0,9,0.5088672984308048,8,0.39317541139794776,2,0.09795729017124746,group1
1.0,32.0,0.0,0.0,1070.0,5,0.4919654578633342,3,0.1427674167471857,1,0.36526712538948014,group1
1.0,33.0,0.0,2.0,1566.0,7,0.43723924815440285,3,0.43079498123091864,8,0.13196577061467854,group1
1.0,34.0,0.0,0.0,5248.0,5,0.1784675196823717,5,0.315396674411235,1,0.5061358059063933,group1
1.0,35.0,0.0,0.0,3065.0,9,0.11562563345714857,7,0.2009870199061466,2,0.6833873466367049,group1
1.0,36.0,0.0,0.0,3249.0,1,0.3120408600540275,0,0.5702724586631691,1,0.11768668128280348,group1
1.0,37.0,0.0,2.0,2415.0,0,0.45314955082921476,1,0.27756271152787887,1,0.2692877376429064,group1
1.0,38.0,0.0,1.0,1092.0,6,0.3611706918707379,8,0.3500177779232108,8,0.28881153020605116,group1
1.0,39.0,0.0,0.0,2320.0,3,0.3853706080918683,2,0.3081985904431565,0,0.3064308014649753,group1
1.0,40.0,0.0,1.0,1665.0,7,0.1760462979208559,4,0.350806785846305,6,0.47314691623283905,group1
1.0,41.0,0.0,1.0,1921.0,0,0.416322887961241,5,0.18028865366293265,3,0.40338845837582626,group1
1.0,42.0,0.0,1.0,1074.0,3,0.42211583914187706,9,0.08116948541280349,4,0.4967146754453194,group1
1.0,43.0,0.0,0.0,873.0,9,0.3207042497330893,0,0.35346999548742747,6,0.3258257547794832,group1
1.0,44.0,0.0,0.0,1792.0,5,0.33656220168600165,3,0.3681668779378972,0,0.2952709203761011,group1
1.0,45.0,0.0,2.0,1384.0,0,0.4571787084852751,1,0.3310922454392601,2,0.21172904607546483,group1
1.0,46.0,0.0,2.0,3246.0,0,0.2644449171018961,2,0.5145821744867574,2,0.22097290841134654,group1
1.0,47.0,0.0,0.0,1232.0,9,0.1843763885124592,6,0.051778715646298934,7,0.7638448958412419,group1
1.0,48.0,0.0,2.0,3180.0,8,0.6689384916605707,9,0.08747844311008839,8,0.243583065229341,group1
1.0,49.0,0.0,2.0,1603.0,2,0.14723077873759835,4,0.09730068115690624,7,0.7554685401054954,group1
2.0,0.0,0.0,1.0,2001.0,7,0.18432909963582128,7,0.2428177244748502,1,0.5728531758893285,group1
2.0,1.0,0.0,0.0,3547.0,3,0.2290413916220995,2,0.195548463781436,0,0.5754101445964644,group1
2.0,2.0,0.0,2.0,2935.0,3,0.4030455559299078,2,0.21564380264975472,2,0.3813106414203375,group1
2.0,3.0,0.0,2.0,3644.0,2,0.43484785446640933,3,0.11696785251567482,5,0.44818429301791585,group1
2.0,4.0,0.0,1.0,2943.0,1,0.20470910586747604,7,0.34108552843356316,5,0.45420536569896086,group1
2.0,5.0,0.0,1.0,1044.0,3,0.20212852278884472,9,0.40998269824976646,3,0.3878887789613889,group1
2.0,6.0,0.0,1.0,2778.0,0,0.5304550624620097,6,0.3700343751192543,3,0.09951056241873592,group1
2.0,7.0,0.0,1.0,2439.0,6,0.286383509091408,9,0.5081159706677952,5,0.20550052024079668,group1
2.0,8.0,0.0,1.0,1368.0,1,0.06042525479119072,9,0.5275604368847173,3,0.41201430832409186,group1
2.0,9.0,0.0,1.0,2363.0,3,0.2742580751481429,9,0.35325459419594313,7,0.37248733065591405,group1
2.0,10.0,0.0,0.0,2302.0,8,0.21194430279782686,4,0.3863054163541345,7,0.4017502808480386,group1
2.0,11.0,0.0,1.0,2367.0,8,0.19318123749224522,9,0.4322072951076238,4,0.374611467400131,group1
2.0,12.0,0.0,1.0,1557.0,1,0.3020813743568634,5,0.5265410884998147,0,0.17137753714332185,group1
2.0,13.0,0.0,1.0,2401.0,3,0.41950218743654927,6,0.3848209705389059,3,0.19567684202454488,group1
2.0,14.0,0.0,2.0,1177.0,0,0.36100290871048973,3,0.33962577952873746,6,0.2993713117607728,group1
2.0,15.0,0.0,1.0,1784.0,9,0.2692629252417869,5,0.16538887991632104,1,0.5653481948418921,group1
2.0,16.0,0.0,0.0,1669.0,7,0.5612228778681279,3,0.010820552529763626,4,0.4279565696021085,group1
2.0,17.0,0.0,0.0,2075.0,7,0.26640041151563637,0,0.5402247015317148,3,0.19337488695264884,group1
2.0,18.0,0.0,0.0,1416.0,5,0.41985869243169655,6,0.4557915766540997,6,0.12434973091420379,group1
2.0,19.0,0.0,1.0,4225.0,7,0.445202104953322,4,0.5186334816101247,7,0.03616441343655342,group1
2.0,20.0,0.0,1.0,1745.0,2,0.22658934261771962,0,0.02958424885088386,1,0.7438264085313966,group1
2.0,21.0,0.0,2.0,2031.0,6,0.3084655203623913,5,0.4457980872172533,9,0.24573639242035536,group1
2.0,22.0,0.0,2.0,1629.0,4,0.5241244962174065,8,0.2446668019393075,7,0.23120870184328607,group1
2.0,23.0,0.0,0.0,2825.0,8,0.27104642969868714,6,0.4713887212111156,1,0.2575648490901972,group1
2.0,24.0,0.0,0.0,1348.0,4,0.47039450021632095,8,0.5137092504803819,5,0.01589624930329717,group1
2.0,25.0,0.0,1.0,1521.0,1,0.556009576449712,6,0.32233762118831905,2,0.12165280236196893,group1
2.0,26.0,0.0,2.0,2293.0,7,0.15066971549362668,5,0.2955911514876351,7,0.5537391330187382,group1
2.0,27.0,0.0,0.0,1788.0,9,0.13481563440122382,6,0.3001998604410604,6,0.5649845051577157,group1
2.0,28.0,0.0,1.0,1200.0,3,0.3309124525579201,9,0.3958160440353054,9,0.2732715034067743,group1
2.0,29.0,0.0,0.0,3578.0,3,0.6072355863944007,4,0.3645781102077447,4,0.0281863033978546,group1
2.0,30.0,0.0,2.0,1929.0,1,0.1644329524507955,3,0.3361813395097277,9,0.4993857080394768,group1
2.0,31.0,0.0,2.0,2632.0,5,0.4073351956462133,1,0.21797874008923554,9,0.37468606426455103,group1
2.0,32.0,0.0,0.0,2593.0,7,0.3785801024129697,5,0.15206106514263507,4,0.46935883244439536,group1
2.0,33.0,0.0,2.0,1782.0,2,0.3113480829066276,0,0.4222186021100956,8,0.26643331498327677,group1
2.0,34.0,0.0,0.0,1880.0,7,0.30639748439634895,1,0.3183546021029638,1,0.37524791350068737,group1
2.0,35.0,0.0,1.0,1666.0,1,0.13223237513333927,9,0.49100939510418773,7,0.3767582297624729,group1
2.0,36.0,0.0,1.0,2154.0,4,0.459094066189353,8,0.05226439801926544,6,0.48864153579138153,group1
2.0,37.0,0.0,2.0,1309.0,1,0.6078493154240352,2,0.05125956575096597,8,0.34089111882499873,group1
2.0,38.0,0.0,2.0,2582.0,4,0.30376679764263453,7,0.31248409524662707,9,0.3837491071107384,group1
2.0,39.0,0.0,0.0,1572.0,8,0.4970483625486395,8,0.19321679565281266,3,0.30973484179854793,group1
2.0,40.0,0.0,0.0,1844.0,2,0.6785695888743063,5,0.13385713346004696,6,0.18757327766564671,group1
2.0,41.0,0.0,2.0,1521.0,4,0.29298850782803265,5,0.18165255867139052,7,0.5253589335005768,group1
2.0,42.0,0.0,0.0,2505.0,9,0.32867213771118803,0,0.19546472577578605,3,0.475863136513026,group1
2.0,43.0,0.0,2.0,2553.0,5,0.303665721189294,5,0.3766607918273377,7,0.31967348698336834,group1
2.0,44.0,0.0,0.0,1487.0,8,0.2997668425545567,0,0.0922169974599286,2,0.6080161599855147,group1
2.0,45.0,0.0,1.0,3187.0,6,0.04493863450774454,5,0.2634079349265372,1,0.6916534305657183,group1
2.0,46.0,0.0,2.0,1590.0,5,0.41955245544082354,1,0.2797250481863707,9,0.3007224963728057,group1
2.0,47.0,0.0,1.0,3436.0,2,0.03846201577086275,3,0.46609796953906213,0,0.49544001469007504,group1
2.0,48.0,0.0,0.0,1702.0,3,0.5334033606859884,0,0.10758512766329187,1,0.35901151165071976,group1
2.0,49.0,0.0,2.0,1587.0,2,0.2586490746163743,2,0.31439698978118935,3,0.4269539356024364,group1
3.0,0.0,0.0,0.0,2408.0,8,0.45513673002109434,9,0.04868497196794162,8,0.49617829801096414,group1
3.0,1.0,0.0,1.0,4308.0,7,0.36228881192244733,9,0.2873012048223837,3,0.350409983255169,group1
3.0,2.0,0.0,2.0,2372.0,6,0.0030468821530016572,3,0.589330820329793,7,0.40762229751720536,group1
3.0,3.0,0.0,0.0,2704.0,7,0.09435831242893448,2,0.5722158038784663,7,0.3334258836925993,group1
3.0,4.0,0.0,0.0,3047.0,8,0.20625795884817402,4,0.31509984701815136,3,0.47864219413367454,group1
3.0,5.0,0.0,2.0,4242.0,0,0.10538155508754869,2,0.5336908816391436,5,0.3609275632733078,group1
3.0,6.0,0.0,2.0,4462.0,4,0.431833055224695,2,0.4128981239724474,7,0.15526882080285762,group1
3.0,7.0,0.0,1.0,3701.0,3,0.1813947818479409,7,0.46871226641582925,3,0.34989295173622986,group1
3.0,8.0,0.0,2.0,1610.0,1,0.143501013072648,4,0.3463461108807932,5,0.5101528760465588,group1
3.0,9.0,0.0,1.0,2380.0,3,0.25543237122361245,2,0.41579515079815277,1,0.32877247797823467,group1
3.0,10.0,0.0,1.0,3119.0,3,0.532965660143026,4,0.11939187066118505,4,0.34764246919578906,group1
3.0,11.0,0.0,1.0,2157.0,6,0.22908114332301394,9,0.4803481935724183,9,0.29057066310456775,group1
3.0,12.0,0.0,1.0,1130.0,3,0.45308851933156585,7,0.15716886571743555,4,0.38974261495099854,group1
3.0,13.0,0.0,1.0,2031.0,0,0.3938198517873623,0,0.3000354954585421,0,0.3061446527540956,group1
3.0,14.0,0.0,2.0,2494.0,0,0.5662075127776394,4,0.24095883623175354,5,0.19283365099060712,group1
3.0,15.0,0.0,0.0,3160.0,5,0.8155809138043647,9,0.11615766759396905,2,0.0682614186016664,group1
3.0,16.0,0.0,1.0,1115.0,0,0.4086834833126535,7,0.3758534791753745,1,0.21546303751197216,group1
3.0,17.0,0.0,1.0,2927.0,9,0.18346181108926335,9,0.6678679133363352,0,0.1486702755744014,group1
3.0,18.0,0.0,1.0,1146.0,7,0.46735547926078214,6,0.32857692487183543,7,0.20406759586738235,group1
3.0,19.0,0.0,2.0,2338.0,9,0.41873463139977657,0,0.257436122926173,9,0.32382924567405047,group1
3.0,20.0,0.0,1.0,1891.0,4,0.21884139394634763,8,0.3569028913638078,5,0.4242557146898446,group1
3.0,21.0,0.0,1.0,2317.0,2,0.42873280810768083,5,0.15323205038329726,4,0.41803514150902193,group1
3.0,22.0,0.0,1.0,2274.0,1,0.45518682773615726,0,0.00010654187402741955,2,0.5447066303898154,group1
3.0,23.0,0.0,0.0,1641.0,5,0.45285158145108506,4,0.21233855287916292,2,0.33480986566975207,group1
3.0,24.0,0.0,1.0,2806.0,7,0.19733087716255038,3,0.3257538112675155,5,0.476915311569934,group1
3.0,25.0,0.0,1.0,4828.0,6,0.6609787570845206,4,0.31650127813264023,9,0.022519964782839172,group1
3.0,26.0,0.0,0.0,2919.0,8,0.3238840608187892,0,0.3223244455201653,0,0.35379149366104556,group1
3.0,27.0,0.0,1.0,3142.0,2,0.46328065512274075,6,0.4653777650915609,1,0.07134157978569831,group1
3.0,28.0,0.0,1.0,2339.0,5,0.42514112460247766,9,0.4554068124411669,5,0.11945206295635563,group1
3.0,29.0,0.0,2.0,2553.0,2,0.5337080160706077,3,0.1263679347162899,3,0.33992404921310243,group1
3.0,30.0,0.0,0.0,2360.0,3,0.4551836499484546,8,0.13462635195189432,5,0.410189998099651,group1
3.0,31.0,0.0,0.0,2486.0,9,0.36270638655110987,5,0.32764811895332374,1,0.3096454944955664,group1
3.0,32.0,0.0,1.0,3547.0,8,0.09889825508612557,7,0.785381492490417,7,0.11572025242345761,group1
3.0,33.0,0.0,1.0,1617.0,1,0.4777612393603426,9,0.1010801058027493,0,0.4211586548369081,group1
3.0,34.0,0.0,0.0,2121.0,9,0.3604835465350271,4,0.2619307343213358,6,0.3775857191436371,group1
3.0,35.0,0.0,0.0,2912.0,0,0.4165875948390422,3,0.2880806575450385,3,0.2953317476159194,group1
3.0,36.0,0.0,0.0,2114.0,4,0.14334461827222525,1,0.6460614858340846,0,0.2105938958936901,group1
3.0,37.0,0.0,2.0,2268.0,4,0.48908593129815714,6,0.03642904546336658,8,0.4744850232384763,group1
3.0,38.0,0.0,0.0,2328.0,2,0.10632138907513738,1,0.1743926769075589,2,0.7192859340173037,group1
3.0,39.0,0.0,2.0,2683.0,1,0.2891942750494546,0,0.5130759076306242,1,0.19772981731992129,group1
3.0,40.0,0.0,2.0,3765.0,6,0.2986807356493824,4,0.6486041247671251,4,0.05271513958349264,group1
3.0,41.0,0.0,0.0,2363.0,5,0.4881308764254262,9,0.12220189705937554,3,0.3896672265151983,group1
3.0,42.0,0.0,0.0,1355.0,6,0.25512592650418003,0,0.3778921356294499,2,0.36698193786637007,group1
3.0,43.0,0.0,2.0,3657.0,0,0.30437339757010756,7,0.30716917510195196,7,0.3884574273279404,group1
3.0,44.0,0.0,2.0,1811.0,1,0.3662097222737747,4,0.33527758735039137,9,0.298512690375834,group1
3.0,45.0,0.0,0.0,2272.0,8,0.5925756490195453,0,0.13691912503298498,3,0.2705052259474698,group1
3.0,46.0,0.0,1.0,2097.0,4,0.24793130545922007,6,0.3472542325420824,1,0.40481446199869753,group1
3.0,47.0,0.0,2.0,4845.0,3,0.13065619699904782,3,0.32953187353896246,2,0.5398119294619897,group1
3.0,48.0,0.0,0.0,2068.0,4,0.375325583016258,4,0.17746140770107346,4,0.44721300928266855,group1
3.0,49.0,0.0,0.0,1502.0,9,0.38235867369380605,5,0.31300428646838285,8,0.304637039837811,group1
4.0,0.0,0.0,2.0,911.0,1,0.40031074893257323,6,0.33886607684206327,8,0.2608231742253635,group1
4.0,1.0,0.0,2.0,1169.0,2,0.29238181099475286,7,0.27300356916721924,8,0.43461461983802785,group1
4.0,2.0,0.0,2.0,1790.0,9,0.5346799524297499,6,0.38025131344470825,9,0.08506873412554189,group1
4.0,3.0,0.0,0.0,1359.0,8,0.2539931715488644,5,0.6622943589693079,0,0.08371246948182764,group1
4.0,4.0,0.0,1.0,976.0,0,0.13175927941345414,9,0.04114003680080935,4,0.8271006837857365,group1
4.0,5.0,0.0,2.0,788.0,6,0.14398369577117578,0,0.41237861480724536,9,0.4436376894215787,group1
4.0,6.0,0.0,0.0,1505.0,4,0.1769341253656174,2,0.5792616680502238,2,0.2438042065841588,group1
4.0,7.0,0.0,1.0,1131.0,4,0.14383637575959018,7,0.338531862644379,1,0.5176317615960309,group1
4.0,8.0,0.0,1.0,401.0,9,0.3194873771455293,6,0.5929153365431742,4,0.08759728631129649,group1
4.0,9.0,0.0,1.0,1619.0,6,0.27052989848070946,8,0.6375107427390817,6,0.09195935878020899,group1
4.0,10.0,0.0,0.0,1227.0,9,0.18205665357320752,2,0.33650498497149356,7,0.481438361455299,group1
4.0,11.0,0.0,0.0,1495.0,4,0.5106470145392201,0,0.21999892803593,1,0.26935405742484986,group1
4.0,12.0,0.0,0.0,1311.0,6,0.5612338345262107,4,0.30126715035740287,0,0.13749901511638654,group1
4.0,13.0,0.0,2.0,1884.0,0,0.4456772037656366,2,0.3654523456438535,7,0.1888704505905098,group1
4.0,14.0,0.0,2.0,1743.0,6,0.6635177541341137,6,0.2746437699622533,7,0.061838475903632915,group1
4.0,15.0,0.0,2.0,942.0,7,0.2606982123072872,0,0.5113190425501327,9,0.2279827451425801,group1
4.0,16.0,0.0,2.0,1919.0,4,0.5689813801161624,1,0.05851030468872634,4,0.3725083151951113,group1
4.0,17.0,0.0,2.0,2757.0,9,0.39300967609152215,5,0.002303520632627878,9,0.6046868032758501,group1
4.0,18.0,0.0,1.0,1514.0,0,0.24738973241458295,6,0.3122112784717417,4,0.4403989891136755,group1
4.0,19.0,0.0,2.0,1130.0,4,0.44243687370199225,1,0.48762876288494517,7,0.06993436341306258,group1
4.0,20.0,0.0,2.0,1310.0,0,0.3548288155060677,1,0.31983899012254613,2,0.3253321943713862,group1
4.0,21.0,0.0,1.0,2564.0,8,0.39593250347868686,7,0.17595725908880683,9,0.4281102374325064,group1
4.0,22.0,0.0,0.0,1237.0,8,0.4162180832145596,0,0.12339801471847164,0,0.46038390206696866,group1
4.0,23.0,0.0,2.0,1250.0,0,0.2903313726999383,2,0.13777751227790033,6,0.5718911150221614,group1
4.0,24.0,0.0,2.0,1910.0,8,0.4232957128110146,3,0.3287554493274921,7,0.24794883786149338,group1
4.0,25.0,0.0,2.0,1575.0,3,0.1814748955893489,3,0.4361536105571198,5,0.38237149385353125,group1
4.0,26.0,0.0,2.0,1879.0,5,0.5834377597763185,4,0.3854214246211266,8,0.031140815602554835,group1
4.0,27.0,0.0,0.0,1813.0,9,0.29173280301772386,2,0.4431602321117893,8,0.26510696487048696,group1
4.0,28.0,0.0,1.0,2459.0,5,0.4181216579667575,7,0.26643601268878686,5,0.3154423293444557,group1
4.0,29.0,0.0,2.0,2088.0,4,0.036773202564815435,4,0.24737287980894643,7,0.7158539176262381,group1
4.0,30.0,0.0,1.0,1350.0,8,0.23179709109002394,8,0.3405142796139557,5,0.4276886292960204,group1
4.0,31.0,0.0,0.0,1282.0,6,0.7046694066098287,6,0.22842485776675764,3,0.06690573562341352,group1
4.0,32.0,0.0,2.0,1404.0,6,0.3665787264007405,0,0.3045171876746,5,0.3289040859246596,group1
4.0,33.0,0.0,1.0,1407.0,6,0.15540045367471544,9,0.4297987884789547,5,0.41480075784632986,group1
4.0,34.0,0.0,0.0,2157.0,4,0.20857819270558198,3,0.3805048900728988,0,0.41091691722151924,group1
4.0,35.0,0.0,2.0,2145.0,5,0.029952356787899682,1,0.17446971120066668,5,0.7955779320114337,group1
4.0,36.0,0.0,2.0,1007.0,1,0.0495456663050233,1,0.5519175650942665,8,0.39853676860071025,group1
4.0,37.0,0.0,1.0,2160.0,7,0.011190480289085007,9,0.6856504201599957,3,0.3031590995509193,group1
4.0,38.0,0.0,2.0,827.0,5,0.40287857775087893,2,0.11224455600271264,6,0.4848768662464084,group1
4.0,39.0,0.0,1.0,1428.0,3,0.17898797097289995,8,0.23721215172726628,4,0.5837998772998337,group1
4.0,40.0,0.0,0.0,1788.0,8,0.34606617268369105,0,0.5026930278380666,8,0.1512407994782424,group1
4.0,41.0,0.0,2.0,1161.0,4,0.3486934300360336,0,0.13932366792080636,5,0.51198290204316,group1
4.0,42.0,0.0,0.0,2383.0,5,0.7208185836884339,2,0.2702990400072792,4,0.00888237630428693,group1
4.0,43.0,0.0,0.0,1772.0,8,0.12974428773249042,8,0.25620642511924885,4,0.6140492871482608,group1
