subject,trial,repeat,choice,rt,item_value_0,gaze_0,item_value_1,gaze_1,item_value_2,gaze_2,condition
0.0,44.0,0.0,2.0,1370.0,2,0.27883979566165223,8,0.11046483250380512,3,0.6106953718345427,condition_0
0.0,45.0,0.0,2.0,1054.0,5,0.3215513730276573,6,0.0533882467622422,7,0.6250603802101006,condition_0
0.0,46.0,0.0,0.0,1310.0,8,0.22627980074127693,3,0.31626075144545146,1,0.45745944781327164,condition_0
0.0,47.0,0.0,2.0,607.0,6,0.351252671399824,3,0.16162870787177275,8,0.48711862072840323,condition_0
0.0,48.0,0.0,0.0,1094.0,8,0.18289710499828138,2,0.4028921300777316,2,0.41421076492398706,condition_0
0.0,49.0,0.0,1.0,1062.0,5,0.054373188033992714,7,0.8082449799342284,6,0.1373818320317789,condition_0
0.0,50.0,0.0,0.0,1343.0,7,0.3735349190441734,5,0.1332849235947011,2,0.4931801573611254,condition_0
0.0,51.0,0.0,1.0,1119.0,2,0.340587036914041,6,0.48667286169202595,2,0.17274010139393303,condition_0
0.0,52.0,0.0,1.0,1037.0,3,0.3110074453088864,7,0.5353271473316379,3,0.15366540735947573,condition_0
0.0,53.0,0.0,0.0,1175.0,4,0.556101424680287,4,0.14133140129186025,3,0.3025671740278529,condition_0
0.0,54.0,0.0,0.0,731.0,4,0.5391139422982002,1,0.029105652576129116,1,0.43178040512567056,condition_0
0.0,55.0,0.0,1.0,1600.0,2,0.37580173575145154,6,0.40120758827887315,1,0.22299067596967542,condition_0
0.0,56.0,0.0,2.0,1313.0,6,0.4774313913263768,9,0.10836945182334047,9,0.41419915685028275,condition_0
0.0,57.0,0.0,0.0,1027.0,1,0.3991368345145159,1,0.4040467093511442,1,0.1968164561343398,condition_0
0.0,58.0,0.0,1.0,1423.0,9,0.19908649029750536,6,0.6169597942988772,4,0.1839537154036175,condition_0
0.0,59.0,0.0,2.0,679.0,5,0.08119049935245945,1,0.4247141746180902,9,0.4940953260294503,condition_0
0.0,60.0,0.0,1.0,1558.0,7,0.07947960990074113,4,0.5634081910182385,1,0.3571121990810204,condition_0
0.0,61.0,0.0,2.0,993.0,9,0.27132178008448576,2,0.21584708717537043,7,0.5128311327401438,condition_0
0.0,62.0,0.0,0.0,1304.0,7,0.4936510621875469,2,0.1630544714277947,4,0.3432944663846583,condition_0
0.0,63.0,0.0,2.0,891.0,8,0.20689326375917527,4,0.23447154936026152,3,0.5586351868805632,condition_0
0.0,64.0,0.0,0.0,1500.0,4,0.3722629205336762,1,0.35890169271665756,3,0.2688353867496662,condition_0
0.0,65.0,0.0,1.0,764.0,9,0.020918773465000644,3,0.298573473456812,1,0.6805077530781872,condition_0
0.0,66.0,0.0,2.0,1701.0,2,0.47359347673067237,4,0.377782526215296,5,0.14862399705403156,condition_0
0.0,67.0,0.0,1.0,1152.0,9,0.2818189184971214,9,0.37802151539812945,9,0.3401595661047492,condition_0
0.0,68.0,0.0,2.0,1427.0,3,0.5070728858991757,9,0.012329749515357931,7,0.48059736458546637,condition_0
0.0,69.0,0.0,2.0,1884.0,5,0.17704877933287305,1,0.46195582103200317,6,0.3609953996351237,condition_0
0.0,70.0,0.0,0.0,1315.0,6,0.38167059908266515,7,0.27911648603663874,2,0.3392129148806962,condition_0
0.0,71.0,0.0,1.0,1376.0,8,0.36106182809815784,7,0.2284315595119919,6,0.41050661238985026,condition_0
0.0,72.0,0.0,2.0,1590.0,8,0.19762436288667254,2,0.4745941657238632,8,0.3277814713894642,condition_0
0.0,73.0,0.0,2.0,1209.0,6,0.0788788066214771,7,0.29906117301180923,8,0.6220600203667136,condition_0
0.0,74.0,0.0,0.0,551.0,7,0.5801046693200959,8,0.06436719515352116,6,0.355528135526383,condition_0
0.0,75.0,0.0,1.0,875.0,7,0.07668741644649629,9,0.6786375116674797,8,0.24467507188602403,condition_0
0.0,76.0,0.0,0.0,688.0,5,0.5042100599856957,3,0.2815474868802241,5,0.2142424531340803,condition_0
0.0,77.0,0.0,2.0,975.0,1,0.31937097550028715,1,0.3213508938882421,4,0.3592781306114706,condition_0
0.0,78.0,0.0,0.0,851.0,6,0.5122541331398507,1,0.2179204796877572,4,0.269825387172392,condition_0
0.0,79.0,0.0,1.0,3381.0,7,0.4391082603532893,6,0.44790791122065776,2,0.11298382842605284,condition_0
0.0,80.0,0.0,1.0,1129.0,2,0.3840924353570939,9,0.25268594648238146,5,0.36322161816052456,condition_0
0.0,81.0,0.0,0.0,711.0,8,0.33453779033519826,1,0.18170656868682034,2,0.4837556409779814,condition_0
0.0,82.0,0.0,2.0,1718.0,8,0.36151654834977925,2,0.18528450746731562,6,0.45319894418290524,condition_0
0.0,83.0,0.0,0.0,1597.0,5,0.43210488991602153,6,0.2840610690501873,7,0.2838340410337911,condition_0
0.0,84.0,0.0,1.0,1771.0,3,0.10282017066965879,6,0.37318475292554437,4,0.5239950764047969,condition_0
0.0,85.0,0.0,1.0,573.0,4,0.04615641684683156,6,0.6592278805771739,2,0.2946157025759945,condition_0
0.0,86.0,0.0,0.0,922.0,8,0.8663517076670938,8,0.08064986470838428,1,0.0529984276245218,condition_0
0.0,87.0,0.0,1.0,1728.0,9,0.21612067374576008,7,0.3852675926109731,2,0.3986117336432667,condition_0
0.0,88.0,0.0,2.0,1537.0,3,0.13451707139664595,1,0.4884130613825919,5,0.377069867220762,condition_0
0.0,89.0,0.0,1.0,945.0,5,0.2654052669380936,7,0.3517331598254958,2,0.38286157323641057,condition_0
0.0,90.0,0.0,2.0,1796.0,1,0.42193291430478047,5,0.05076874924495061,4,0.527298336450269,condition_0
0.0,91.0,0.0,1.0,1180.0,1,0.11375509621541782,6,0.4802591397184334,2,0.4059857640661487,condition_0
0.0,92.0,0.0,1.0,1580.0,2,0.39793238024398503,7,0.2073902341758859,1,0.394677385580129,condition_0
0.0,93.0,0.0,2.0,784.0,3,0.4568533964369058,9,0.04616387818564326,4,0.4969827253774509,condition_0
0.0,94.0,0.0,2.0,1010.0,8,0.09440994310836995,3,0.3004137596191131,6,0.605176297272517,condition_0
0.0,95.0,0.0,1.0,3455.0,7,0.5092913919845817,1,0.14451330307803834,5,0.34619530493738,condition_0
0.0,96.0,0.0,1.0,1308.0,3,0.2610893915826729,4,0.3843935634068798,2,0.3545170450104472,condition_0
0.0,97.0,0.0,1.0,946.0,1,0.3814167735257803,6,0.4494878031147966,8,0.16909542335942312,condition_0
0.0,98.0,0.0,1.0,1140.0,1,0.3875825881632711,3,0.457538329829835,3,0.15487908200689382,condition_0
0.0,99.0,0.0,2.0,1388.0,1,0.5355070209564312,6,0.07670732835046054,2,0.38778565069310833,condition_0
0.0,100.0,0.0,1.0,1183.0,2,0.3142641627630416,7,0.38780331586391903,4,0.2979325213730393,condition_0
0.0,101.0,0.0,2.0,1421.0,3,0.3801858553413803,2,0.2807940410807995,2,0.33902010357782025,condition_0
0.0,102.0,0.0,1.0,671.0,3,0.39096412881381326,8,0.5772646078031142,6,0.03177126338307257,condition_0
0.0,103.0,0.0,2.0,1745.0,3,0.19133934180595483,5,0.4306488112759148,8,0.37801184691813033,condition_0
0.0,104.0,0.0,2.0,2038.0,4,0.48600132283917064,6,0.16102451902055773,1,0.35297415814027167,condition_0
0.0,105.0,0.0,0.0,1719.0,3,0.621988461283027,2,0.20877110829519432,5,0.16924043042177866,condition_0
0.0,106.0,0.0,1.0,949.0,5,0.2545737861800859,7,0.4565477327126802,4,0.2888784811072339,condition_0
0.0,107.0,0.0,1.0,1131.0,9,0.22485552580030188,9,0.40323743020278296,8,0.37190704399691527,condition_0
0.0,108.0,0.0,2.0,1055.0,2,0.3824986032935362,9,0.12708160748528127,8,0.49041978922118246,condition_0
0.0,109.0,0.0,0.0,1197.0,9,0.38223222566104026,3,0.2148429262022234,3,0.4029248481367364,condition_0
0.0,110.0,0.0,1.0,1241.0,6,0.2854302611350315,6,0.6774376302680561,4,0.037132108596912496,condition_0
0.0,111.0,0.0,2.0,4389.0,6,0.22112458358112838,3,0.39380789768866925,8,0.38506751873020245,condition_0
0.0,112.0,0.0,2.0,857.0,5,0.37530271879775967,2,0.23788022543008797,7,0.3868170557721523,condition_0
0.0,113.0,0.0,0.0,1299.0,9,0.23324485961947705,2,0.40660615931743266,9,0.36014898106309023,condition_0
0.0,114.0,0.0,2.0,1300.0,2,0.4161504780207777,7,0.12195136103617714,3,0.46189816094304514,condition_0
0.0,115.0,0.0,1.0,779.0,7,0.07756760895671867,2,0.8705262585222139,9,0.051906132521067454,condition_0
0.0,116.0,0.0,0.0,918.0,4,0.39431165114606503,8,0.17224327355759997,1,0.4334450752963349,condition_0
0.0,117.0,0.0,0.0,1073.0,8,0.4405599585073791,1,0.47783196864523353,1,0.08160807284738732,condition_0
0.0,118.0,0.0,0.0,1526.0,8,0.37840411711887606,4,0.3521272878412353,6,0.2694685950398886,condition_0
0.0,119.0,0.0,1.0,1109.0,3,0.4785146707089375,6,0.45776410849533083,2,0.06372122079573161,condition_0
0.0,120.0,0.0,1.0,1437.0,3,0.18257711792729728,6,0.3925252126123322,4,0.42489766946037066,condition_0
0.0,121.0,0.0,1.0,902.0,4,0.3002337218303528,7,0.16963654228935002,2,0.5301297358802972,condition_0
0.0,122.0,0.0,0.0,700.0,9,0.7610345653427267,2,0.15448380029914718,9,0.08448163435812611,condition_0
0.0,123.0,0.0,1.0,959.0,7,0.14968818054520727,5,0.6793329914091188,7,0.17097882804567385,condition_0
0.0,124.0,0.0,0.0,1949.0,6,0.5707951967616822,5,0.32519184382099103,8,0.10401295941732686,condition_0
0.0,125.0,0.0,0.0,1607.0,3,0.3344360726789279,1,0.3556481272091899,3,0.3099158001118822,condition_0
0.0,126.0,0.0,1.0,1295.0,1,0.256421172882784,6,0.6154171751512305,5,0.12816165196598553,condition_0
0.0,127.0,0.0,2.0,1105.0,2,0.31371566987537636,5,0.1717231692947975,6,0.5145611608298262,condition_0
0.0,128.0,0.0,0.0,1098.0,3,0.5634545926047713,4,0.11005788062275501,2,0.3264875267724737,condition_0
0.0,129.0,0.0,2.0,1260.0,6,0.09795384509806326,2,0.3998674799761753,2,0.5021786749257615,condition_0
0.0,130.0,0.0,0.0,910.0,8,0.43655547081995183,2,0.08008382766238231,3,0.4833607015176658,condition_0
0.0,131.0,0.0,2.0,555.0,7,0.1917546680543876,1,0.08975550289133889,8,0.7184898290542734,condition_0
0.0,132.0,0.0,0.0,926.0,8,0.4963600840480119,5,0.22293468731422636,4,0.28070522863776176,condition_0
0.0,133.0,0.0,1.0,1113.0,3,0.5545036441503286,8,0.4417653565928369,9,0.003730999256834543,condition_0
0.0,134.0,0.0,2.0,3000.0,6,0.010061955026583061,3,0.5582719265387848,5,0.43166611843463215,condition_0
0.0,135.0,0.0,1.0,1489.0,3,0.2607483611191678,3,0.58767201753443,4,0.15157962134640215,condition_0
0.0,136.0,0.0,1.0,1118.0,6,0.1153997200202473,7,0.4358992556129983,5,0.44870102436675446,condition_0
0.0,137.0,0.0,2.0,814.0,1,0.1739430855763686,3,0.24539241713231277,9,0.5806644972913186,condition_0
0.0,138.0,0.0,1.0,723.0,4,0.489344887130197,8,0.33426942631545375,4,0.1763856865543492,condition_0
0.0,139.0,0.0,2.0,1637.0,3,0.4663194468416004,4,0.20103821404709718,9,0.33264233911130237,condition_0
0.0,140.0,0.0,0.0,1313.0,9,0.4255536392553074,1,0.4766797546530818,3,0.09776660609161077,condition_0
0.0,141.0,0.0,1.0,1059.0,7,0.0951179942205714,9,0.420131156522853,4,0.48475084925657563,condition_0
0.0,142.0,0.0,1.0,1281.0,7,0.0008421842813504678,5,0.8079131447224507,8,0.19124467099619882,condition_0
0.0,143.0,0.0,1.0,1320.0,7,0.13431423911073134,4,0.4544809232783161,3,0.4112048376109526,condition_0
0.0,144.0,0.0,2.0,1014.0,2,0.5889845114485448,6,0.036308286557517166,6,0.3747072019939379,condition_0
0.0,145.0,0.0,2.0,1398.0,7,0.06156882589446644,5,0.30915820237492525,7,0.6292729717306084,condition_0
0.0,146.0,0.0,1.0,1019.0,8,0.08642662759668394,9,0.48541606377903956,6,0.4281573086242765,condition_0
0.0,147.0,0.0,2.0,1382.0,8,0.2478905914942309,3,0.368987808571933,6,0.3831215999338361,condition_0
0.0,148.0,0.0,1.0,1157.0,4,0.23848287740397267,5,0.5869845489567911,6,0.1745325736392363,condition_0
0.0,149.0,0.0,1.0,1241.0,3,0.1331262667835563,5,0.2948327215570081,1,0.5720410116594355,condition_0
0.0,150.0,0.0,0.0,1269.0,4,0.56905349445174,6,0.24815969553455863,3,0.18278681001370126,condition_0
0.0,151.0,0.0,0.0,658.0,7,0.4725180520925506,3,0.47414813461012123,9,0.0533338132973282,condition_0
0.0,152.0,0.0,1.0,709.0,1,0.6472946616285175,3,0.2749919050571097,7,0.07771343331437282,condition_0
0.0,153.0,0.0,1.0,719.0,5,0.29611305159108847,9,0.6218985212815368,5,0.08198842712737484,condition_0
0.0,154.0,0.0,1.0,1138.0,4,0.41524082227786985,5,0.3771072173507073,9,0.20765196037142283,condition_0
0.0,155.0,0.0,1.0,960.0,4,0.2839203252552136,6,0.34102904708178267,3,0.37505062766300373,condition_0
0.0,156.0,0.0,2.0,1406.0,1,0.2004282280755603,8,0.3583795825259897,9,0.44119218939845,condition_0
0.0,157.0,0.0,1.0,793.0,2,0.42022422718425395,5,0.5748036963664254,7,0.004972076449320655,condition_0
0.0,158.0,0.0,1.0,749.0,2,0.24668111109736598,7,0.4459190935072695,4,0.3073997953953646,condition_0
0.0,159.0,0.0,0.0,1356.0,5,0.3691762087986887,4,0.4681756895124059,8,0.16264810168890545,condition_0
0.0,160.0,0.0,1.0,930.0,4,0.45725583713350426,9,0.29660451098416096,4,0.2461396518823347,condition_0
0.0,161.0,0.0,2.0,1406.0,5,0.023630243910510596,5,0.3358269418079494,5,0.64054281428154,condition_0
0.0,162.0,0.0,0.0,1027.0,7,0.38152026729251437,4,0.35590494838968534,1,0.2625747843178004,condition_0
0.0,163.0,0.0,2.0,1256.0,5,0.22152910150596258,7,0.06791803108143683,5,0.7105528674126006,condition_0
0.0,164.0,0.0,2.0,1575.0,4,0.3211353538588889,1,0.3452158071927007,7,0.33364883894841035,condition_0
0.0,165.0,0.0,0.0,2643.0,3,0.4076311427014769,3,0.443581111659103,1,0.14878774563942007,condition_0
0.0,166.0,0.0,2.0,976.0,2,0.43454387807948675,3,0.07705265785255827,5,0.488403464067955,condition_0
0.0,167.0,0.0,0.0,555.0,7,0.7220581736712394,1,0.19648568775587466,7,0.08145613857288589,condition_0
0.0,168.0,0.0,2.0,1276.0,1,0.3502507201715085,1,0.26358300087397135,3,0.38616627895452027,condition_0
0.0,169.0,0.0,1.0,901.0,7,0.3234240992214691,5,0.595855320695464,2,0.0807205800830668,condition_0
0.0,170.0,0.0,0.0,1297.0,6,0.48114044633576813,9,0.3203017196183061,3,0.1985578340459257,condition_0
0.0,171.0,0.0,2.0,1189.0,3,0.4346941025027499,7,0.20236767577692408,6,0.3629382217203261,condition_0
0.0,172.0,0.0,2.0,892.0,2,0.2868481528305332,3,0.33746352224214865,8,0.3756883249273182,condition_0
0.0,173.0,0.0,1.0,641.0,7,0.16795093372150607,8,0.5764027616088518,5,0.25564630466964194,condition_0
0.0,174.0,0.0,1.0,1083.0,6,0.2110100801497329,8,0.3976016845096295,3,0.3913882353406376,condition_0
0.0,175.0,0.0,1.0,1107.0,4,0.23944877655601138,8,0.5802013284604085,5,0.1803498949835801,condition_0
0.0,176.0,0.0,2.0,3667.0,2,0.3377933128677236,6,0.5832019578230121,9,0.07900472930926435,condition_0
0.0,177.0,0.0,1.0,1148.0,4,0.4271699293781304,2,0.5698938656454301,1,0.0029362049764394076,condition_0
0.0,178.0,0.0,1.0,597.0,9,0.024400441209343208,9,0.48277600750375504,5,0.49282355128690164,condition_0
0.0,179.0,0.0,0.0,1170.0,5,0.5887533650128846,3,0.2889073310129207,7,0.12233930397419471,condition_0
0.0,180.0,0.0,0.0,861.0,9,0.8674048483678769,6,0.028791996602577138,8,0.10380315502954597,condition_0
0.0,181.0,0.0,0.0,1726.0,8,0.4185602146356126,8,0.34506946756831014,9,0.2363703177960773,condition_0
0.0,182.0,0.0,1.0,537.0,9,0.2281284928470662,5,0.5131021949870128,7,0.2587693121659209,condition_0
0.0,183.0,0.0,1.0,1160.0,3,0.29085772409527516,4,0.5046459674710232,5,0.20449630843370173,condition_0
0.0,184.0,0.0,1.0,1096.0,4,0.3671409012950389,6,0.26983887308235815,3,0.3630202256226029,condition_0
0.0,185.0,0.0,1.0,1065.0,7,0.33114681684711217,7,0.546975699159423,1,0.12187748399346483,condition_0
0.0,186.0,0.0,1.0,1301.0,5,0.4095443981534326,8,0.47660988300045853,4,0.11384571884610893,condition_0
0.0,187.0,0.0,0.0,1808.0,8,0.3181620589005347,7,0.1929803219779898,6,0.4888576191214755,condition_0
0.0,188.0,0.0,2.0,1012.0,1,0.3610144505726635,3,0.416201235739025,4,0.22278431368831147,condition_0
0.0,189.0,0.0,1.0,1104.0,3,0.18706291775580647,6,0.5782492086959746,2,0.23468787354821902,condition_0
0.0,190.0,0.0,2.0,1351.0,8,0.28345289811315155,9,0.1003847682762449,8,0.6161623336106035,condition_0
0.0,191.0,0.0,2.0,879.0,4,0.4642926252659407,2,0.12816815039009039,8,0.40753922434396894,condition_0
0.0,192.0,0.0,1.0,1002.0,4,0.24955448961455473,8,0.5175135624872427,4,0.23293194789820265,condition_0
0.0,193.0,0.0,1.0,744.0,9,0.34925091106190376,8,0.6382235637088131,5,0.01252552522928339,condition_0
0.0,194.0,0.0,0.0,1644.0,9,0.3770946090241201,6,0.4380929373508878,7,0.1848124536249921,condition_0
0.0,195.0,0.0,2.0,1286.0,1,0.5862346459331365,4,0.06156277938200358,4,0.35220257468485977,condition_0
0.0,196.0,0.0,2.0,1081.0,6,0.28086749273073464,2,0.379771914913902,9,0.33936059235536337,condition_0
0.0,197.0,0.0,0.0,1089.0,6,0.3778613731808604,3,0.41900729596050906,4,0.20313133085863047,condition_0
0.0,198.0,0.0,2.0,966.0,4,0.1890328225592634,8,0.295249616381857,7,0.5157175610588797,condition_0
0.0,199.0,0.0,2.0,800.0,9,0.2985496258100226,8,0.08492761449200062,9,0.6165227596979769,condition_0
1.0,0.0,0.0,0.0,2155.0,7,0.205460673577678,3,0.5595617975796278,3,0.23497752884269418,condition_0
1.0,1.0,0.0,0.0,3217.0,7,0.17219352188663672,4,0.7147046569721945,3,0.11310182114116875,condition_0
1.0,2.0,0.0,0.0,2211.0,3,0.594509709273564,5,0.24007099703451473,1,0.16541929369192124,condition_0
1.0,3.0,0.0,0.0,2284.0,9,0.4597196964782253,1,0.04784286497500118,7,0.4924374385467736,condition_0
1.0,4.0,0.0,1.0,2727.0,3,0.33554009199142504,5,0.2287664794587584,5,0.4356934285498167,condition_0
1.0,5.0,0.0,2.0,1873.0,8,0.38958329022051824,4,0.42333721535683616,8,0.1870794944226456,condition_0
1.0,6.0,0.0,2.0,1897.0,9,0.1386084323664024,6,0.09006323029733061,3,0.771328337336267,condition_0
1.0,7.0,0.0,2.0,1494.0,2,0.3745681670218626,3,0.20351438230193233,6,0.42191745067620523,condition_0
1.0,8.0,0.0,0.0,2306.0,9,0.3582358586846145,4,0.18703027726622692,5,0.45473386404915855,condition_0
1.0,9.0,0.0,1.0,1444.0,3,0.5117301674590707,5,0.32539098195199606,6,0.16287885058893328,condition_0
1.0,10.0,0.0,2.0,1922.0,8,0.17198217500242713,2,0.17581370528107823,9,0.6522041197164946,condition_0
1.0,11.0,0.0,0.0,2621.0,5,0.850536291816763,4,0.11722706209299792,1,0.032236646090238935,condition_0
1.0,12.0,0.0,1.0,1188.0,2,0.26981422074298306,8,0.34916251335015336,2,0.38102326590686364,condition_0
1.0,13.0,0.0,0.0,2227.0,2,0.293291679146097,3,0.08703474609814037,9,0.6196735747557626,condition_0
1.0,14.0,0.0,0.0,2322.0,4,0.5200068444955636,4,0.3242637129885961,5,0.15572944251584023,condition_0
1.0,15.0,0.0,0.0,2604.0,9,0.5169157471441385,3,0.18839775834011416,9,0.29468649451574735,condition_0
1.0,16.0,0.0,0.0,2086.0,7,0.07325972760783456,5,0.46510523983032265,5,0.46163503256184274,condition_0
1.0,17.0,0.0,2.0,1724.0,2,0.6257623215469693,4,0.10258989525298114,7,0.27164778320004956,condition_0
1.0,18.0,0.0,0.0,2432.0,5,0.29161906600201687,3,0.4707940391262472,3,0.237586894871736,condition_0
1.0,19.0,0.0,2.0,2023.0,4,0.4506809090474464,1,0.03086636351298211,9,0.5184527274395715,condition_0
1.0,20.0,0.0,0.0,2283.0,9,0.43826201891095234,7,0.2393919584581044,4,0.32234602263094336,condition_0
1.0,21.0,0.0,1.0,2554.0,1,0.6687271011669041,6,0.2994665061435668,8,0.03180639268952901,condition_0
1.0,22.0,0.0,2.0,2676.0,6,0.424416513164008,9,0.27290562539028496,5,0.302677861445707,condition_0
1.0,23.0,0.0,1.0,1254.0,2,0.3015509667568004,7,0.41038664159744337,2,0.28806239164575625,condition_0
1.0,24.0,0.0,2.0,3548.0,5,0.04331173176558007,1,0.5832156340217796,6,0.3734726342126404,condition_0
1.0,25.0,0.0,0.0,1530.0,7,0.6747411344758135,8,0.25969524420662304,8,0.06556362131756344,condition_0
1.0,26.0,0.0,2.0,3261.0,5,0.19645341892940604,4,0.05022553394386647,7,0.7533210471267274,condition_0
1.0,27.0,0.0,2.0,985.0,4,0.20511925483751536,7,0.004319812546457465,8,0.7905609326160272,condition_0
1.0,28.0,0.0,2.0,1303.0,6,0.3710067786134037,1,0.23664759243311229,7,0.39234562895348396,condition_0
1.0,29.0,0.0,0.0,1424.0,4,0.5124585054441547,8,0.028090841248261424,4,0.45945065330758394,condition_0
1.0,30.0,0.0,2.0,1611.0,2,0.276253023060788,3,0.2913108980615851,5,0.4324360788776269,condition_0
1.0,31.0,0.0,2.0,1451.0,2,0.3291267274853405,1,0.4420111686472606,7,0.22886210386739889,condition_0
1.0,32.0,0.0,0.0,2305.0,6,0.4742758894582146,7,0.028256413146745523,4,0.49746769739503993,condition_0
1.0,33.0,0.0,0.0,2147.0,5,0.9327347320862752,5,0.0027071513727510103,7,0.06455811654097375,condition_0
1.0,34.0,0.0,2.0,2772.0,5,0.35958347283480735,7,0.4129367266361237,9,0.22747980052906883,condition_0
1.0,35.0,0.0,0.0,2107.0,6,0.39883528404944063,5,0.2267173411690865,2,0.374447374781473,condition_0
1.0,36.0,0.0,0.0,1837.0,7,0.9921399352071414,8,0.0028130954212264043,5,0.005046969371632182,condition_0
