choice,condition,gaze_0,gaze_1,gaze_2,item_value_0,item_value_1,item_value_2,repeat,rt,subject,trial
1.0,condition_0,0.489344887130197,0.33426942631545375,0.1763856865543492,4.0,8.0,4.0,0.0,0.7753302251270311,0.0,138.0
0.0,condition_0,0.4663194468416004,0.20103821404709718,0.33264233911130237,3.0,4.0,9.0,0.0,1.113208966799382,0.0,139.0
0.0,condition_0,0.4255536392553074,0.4766797546530818,0.09776660609161077,9.0,1.0,3.0,0.0,0.6572622627702273,0.0,140.0
1.0,condition_0,0.0951179942205714,0.420131156522853,0.48475084925657563,7.0,9.0,4.0,0.0,1.206119601430119,0.0,141.0
1.0,condition_0,0.0008421842813504678,0.8079131447224507,0.19124467099619882,7.0,5.0,8.0,0.0,1.1772458866209783,0.0,142.0
1.0,condition_0,0.13431423911073134,0.4544809232783161,0.4112048376109526,7.0,4.0,3.0,0.0,1.2482505124550605,0.0,143.0
0.0,condition_0,0.5889845114485448,0.036308286557517166,0.3747072019939379,2.0,6.0,6.0,0.0,3.003746232995149,0.0,144.0
2.0,condition_0,0.06156882589446644,0.30915820237492525,0.6292729717306084,7.0,5.0,7.0,0.0,1.7233171132632128,0.0,145.0
1.0,condition_0,0.08642662759668394,0.48541606377903956,0.4281573086242765,8.0,9.0,6.0,0.0,1.0267110449043564,0.0,146.0
2.0,condition_0,0.2478905914942309,0.368987808571933,0.3831215999338361,8.0,3.0,6.0,0.0,2.4957910466366733,0.0,147.0
1.0,condition_0,0.23848287740397267,0.5869845489567911,0.1745325736392363,4.0,5.0,6.0,0.0,1.0775270854388104,0.0,148.0
2.0,condition_0,0.1331262667835563,0.2948327215570081,0.5720410116594355,3.0,5.0,1.0,0.0,0.9261057088084048,0.0,149.0
1.0,condition_0,0.56905349445174,0.24815969553455863,0.18278681001370126,4.0,6.0,3.0,0.0,1.7005587973040652,0.0,150.0
0.0,condition_0,0.4725180520925506,0.47414813461012123,0.0533338132973282,7.0,3.0,9.0,0.0,1.1762490347590946,0.0,151.0
0.0,condition_0,0.6472946616285175,0.2749919050571097,0.07771343331437282,1.0,3.0,7.0,0.0,2.3314845628289618,0.0,152.0
1.0,condition_0,0.29611305159108847,0.6218985212815368,0.08198842712737484,5.0,9.0,5.0,0.0,1.0669539834137762,0.0,153.0
2.0,condition_0,0.41524082227786985,0.3771072173507073,0.20765196037142283,4.0,5.0,9.0,0.0,1.672310572216373,0.0,154.0
1.0,condition_0,0.2839203252552136,0.34102904708178267,0.37505062766300373,4.0,6.0,3.0,0.0,0.9827209441280125,0.0,155.0
2.0,condition_0,0.2004282280755603,0.3583795825259897,0.44119218939845,1.0,8.0,9.0,0.0,1.1927339048596475,0.0,156.0
1.0,condition_0,0.42022422718425395,0.5748036963664254,0.004972076449320655,2.0,5.0,7.0,0.0,1.9217861915711867,0.0,157.0
1.0,condition_0,0.24668111109736598,0.4459190935072695,0.3073997953953646,2.0,7.0,4.0,0.0,0.917429528233897,0.0,158.0
1.0,condition_0,0.3691762087986887,0.4681756895124059,0.16264810168890545,5.0,4.0,8.0,0.0,1.646363991151823,0.0,159.0
0.0,condition_0,0.45725583713350426,0.29660451098416096,0.2461396518823347,4.0,9.0,4.0,0.0,1.2277450932674243,0.0,160.0
2.0,condition_0,0.023630243910510596,0.3358269418079494,0.64054281428154,5.0,5.0,5.0,0.0,1.9682119749248144,0.0,161.0
0.0,condition_0,0.38152026729251437,0.35590494838968534,0.2625747843178004,7.0,4.0,1.0,0.0,1.4055804027601326,0.0,162.0
2.0,condition_0,0.22152910150596258,0.06791803108143683,0.7105528674126006,5.0,7.0,5.0,0.0,1.5895460212198818,0.0,163.0
2.0,condition_0,0.3211353538588889,0.3452158071927007,0.33364883894841035,4.0,1.0,7.0,0.0,1.7827908520540532,0.0,164.0
1.0,condition_0,0.4076311427014769,0.443581111659103,0.14878774563942007,3.0,3.0,1.0,0.0,1.3473731150498136,0.0,165.0
2.0,condition_0,0.43454387807948675,0.07705265785255827,0.488403464067955,2.0,3.0,5.0,0.0,2.2938888903945256,0.0,166.0
0.0,condition_0,0.7220581736712394,0.19648568775587466,0.08145613857288589,7.0,1.0,7.0,0.0,1.3276376096890208,0.0,167.0
2.0,condition_0,0.3502507201715085,0.26358300087397135,0.38616627895452027,1.0,1.0,3.0,0.0,1.2435398346271098,0.0,168.0
0.0,condition_0,0.3234240992214691,0.595855320695464,0.0807205800830668,7.0,5.0,2.0,0.0,1.3648825783774694,0.0,169.0
0.0,condition_0,0.48114044633576813,0.3203017196183061,0.1985578340459257,6.0,9.0,3.0,0.0,1.177782072536878,0.0,170.0
2.0,condition_0,0.4346941025027499,0.20236767577692408,0.3629382217203261,3.0,7.0,6.0,0.0,1.4221304312638396,0.0,171.0
2.0,condition_0,0.2868481528305332,0.33746352224214865,0.3756883249273182,2.0,3.0,8.0,0.0,0.9236312093413145,0.0,172.0
1.0,condition_0,0.16795093372150607,0.5764027616088518,0.25564630466964194,7.0,8.0,5.0,0.0,0.9695413661167336,0.0,173.0
1.0,condition_0,0.2110100801497329,0.3976016845096295,0.3913882353406376,6.0,8.0,3.0,0.0,1.5823072710433044,0.0,174.0
1.0,condition_0,0.23944877655601138,0.5802013284604085,0.1803498949835801,4.0,8.0,5.0,0.0,1.7996322086619685,0.0,175.0
1.0,condition_0,0.3377933128677236,0.5832019578230121,0.07900472930926435,2.0,6.0,9.0,0.0,1.0400203575099904,0.0,176.0
1.0,condition_0,0.4271699293781304,0.5698938656454301,0.0029362049764394076,4.0,2.0,1.0,0.0,2.332423860286889,0.0,177.0
1.0,condition_0,0.024400441209343208,0.48277600750375504,0.49282355128690164,9.0,9.0,5.0,0.0,0.7515376490040451,0.0,178.0
0.0,condition_0,0.5887533650128846,0.2889073310129207,0.12233930397419471,5.0,3.0,7.0,0.0,0.9486562900884296,0.0,179.0
0.0,condition_0,0.8674048483678769,0.028791996602577138,0.10380315502954597,9.0,6.0,8.0,0.0,0.642297905606238,0.0,180.0
0.0,condition_0,0.4185602146356126,0.34506946756831014,0.2363703177960773,8.0,8.0,9.0,0.0,1.005994634802729,0.0,181.0
1.0,condition_0,0.2281284928470662,0.5131021949870128,0.2587693121659209,9.0,5.0,7.0,0.0,1.1642783723819934,0.0,182.0
1.0,condition_0,0.29085772409527516,0.5046459674710232,0.20449630843370173,3.0,4.0,5.0,0.0,3.229843493050037,0.0,183.0
1.0,condition_0,0.3671409012950389,0.26983887308235815,0.3630202256226029,4.0,6.0,3.0,0.0,1.0741632530769865,0.0,184.0
1.0,condition_0,0.33114681684711217,0.546975699159423,0.12187748399346483,7.0,7.0,1.0,0.0,0.7190140486988839,0.0,185.0
1.0,condition_0,0.4095443981534326,0.47660988300045853,0.11384571884610893,5.0,8.0,4.0,0.0,1.765436311613368,0.0,186.0
2.0,condition_0,0.3181620589005347,0.1929803219779898,0.4888576191214755,8.0,7.0,6.0,0.0,1.8671694302188553,0.0,187.0
1.0,condition_0,0.3610144505726635,0.416201235739025,0.22278431368831147,1.0,3.0,4.0,0.0,0.9763813600536257,0.0,188.0
1.0,condition_0,0.18706291775580647,0.5782492086959746,0.23468787354821902,3.0,6.0,2.0,0.0,1.6318782255939586,0.0,189.0
2.0,condition_0,0.28345289811315155,0.1003847682762449,0.6161623336106035,8.0,9.0,8.0,0.0,0.7145634547094156,0.0,190.0
2.0,condition_0,0.4642926252659407,0.12816815039009039,0.40753922434396894,4.0,2.0,8.0,0.0,1.0569595922395298,0.0,191.0
1.0,condition_0,0.24955448961455473,0.5175135624872427,0.23293194789820265,4.0,8.0,4.0,0.0,0.9260845410411438,0.0,192.0
1.0,condition_0,0.34925091106190376,0.6382235637088131,0.01252552522928339,9.0,8.0,5.0,0.0,1.6214134398243463,0.0,193.0
0.0,condition_0,0.3770946090241201,0.4380929373508878,0.1848124536249921,9.0,6.0,7.0,0.0,1.6125102848269273,0.0,194.0
2.0,condition_0,0.5862346459331365,0.06156277938200358,0.35220257468485977,1.0,4.0,4.0,0.0,1.3220250875115278,0.0,195.0
2.0,condition_0,0.28086749273073464,0.379771914913902,0.33936059235536337,6.0,2.0,9.0,0.0,1.0954189680985653,0.0,196.0
0.0,condition_0,0.3778613731808604,0.41900729596050906,0.20313133085863047,6.0,3.0,4.0,0.0,1.476767977498231,0.0,197.0
2.0,condition_0,0.1890328225592634,0.295249616381857,0.5157175610588797,4.0,8.0,7.0,0.0,1.7342804565026844,0.0,198.0
2.0,condition_0,0.2985496258100226,0.08492761449200062,0.6165227596979769,9.0,8.0,9.0,0.0,1.3346046928437003,0.0,199.0
0.0,condition_0,0.205460673577678,0.5595617975796278,0.23497752884269418,7.0,3.0,3.0,0.0,1.945342131352724,1.0,0.0
2.0,condition_0,0.17219352188663672,0.7147046569721945,0.11310182114116875,7.0,4.0,3.0,0.0,1.8839358691524692,1.0,1.0
